time,service,transaction_count_to_nofep
2019-04-11T21:25:00Z,Passenger Service System,959033
2019-04-11T17:26:00Z,Passenger Service System,971795
2019-04-11T17:27:00Z,Passenger Service System,965744
2019-04-11T17:28:00Z,Passenger Service System,964746
