MariaDB [grafana]> \. ~/sql1.sql
+-------+--------+--------------+----------+------+-----------+-----------------------------+
| id    | org_id | dashboard_id | panel_id | type | region_id | substr(text,117,126)        |
| 17937 |      2 |         2753 |        2 |      |     17937 | CHG0333619</a>: Test 2      |
| 17938 |      2 |         2753 |        2 |      |     17937 | CHG0333619</a>: Test 2      |
| 17939 |      2 |         2753 |        2 |      |     17939 | CHG0333618</a>: Test change |
| 17940 |      2 |         2753 |        2 |      |     17939 | CHG0333618</a>: Test change |
| 17941 |      2 |         2753 |        3 |      |     17941 | CHG0333628</a>: Test 4      |
| 17942 |      2 |         2753 |        3 |      |     17941 | CHG0333628</a>: Test 4      |
| 17943 |      2 |         2753 |        3 |      |     17943 | CHG0333627</a>: Test 3      |
| 17944 |      2 |         2753 |        3 |      |     17943 | CHG0333627</a>: Test 3      |
| 17945 |      2 |         2753 |        3 |      |     17945 | CHG0333619</a>: Test 2      |
| 17946 |      2 |         2753 |        3 |      |     17945 | CHG0333619</a>: Test 2      |
| 17947 |      2 |         2753 |        3 |      |     17947 | CHG0333618</a>: Test change |
| 17948 |      2 |         2753 |        3 |      |     17947 | CHG0333618</a>: Test change |
| 17949 |      2 |         2753 |        1 |      |     17949 | CHG0333619</a>: Test 2      |
| 17950 |      2 |         2753 |        1 |      |     17949 | CHG0333619</a>: Test 2      |
| 17951 |      2 |         2753 |        1 |      |     17951 | CHG0333618</a>: Test change |
| 17952 |      2 |         2753 |        1 |      |     17951 | CHG0333618</a>: Test change |
| 17953 |      2 |         2753 |        1 |      |     17953 | CHG0333628</a>: Test 4      |
| 17954 |      2 |         2753 |        1 |      |     17953 | CHG0333628</a>: Test 4      |
| 17955 |      2 |         2753 |        1 |      |     17955 | CHG0333627</a>: Test 3      |
| 17956 |      2 |         2753 |        1 |      |     17955 | CHG0333627</a>: Test 3      |
| 17957 |      2 |         2753 |        2 |      |     17957 | CHG0333619</a>: Test 2      |
| 17958 |      2 |         2753 |        2 |      |     17957 | CHG0333619</a>: Test 2      |
| 17959 |      2 |         2753 |        2 |      |     17959 | CHG0333618</a>: Test change |
| 17960 |      2 |         2753 |        2 |      |     17959 | CHG0333618</a>: Test change |
| 17961 |      2 |         2753 |        2 |      |     17961 | CHG0333628</a>: Test 4      |
| 17962 |      2 |         2753 |        2 |      |     17961 | CHG0333628</a>: Test 4      |
| 17963 |      2 |         2753 |        2 |      |     17963 | CHG0333627</a>: Test 3      |
| 17964 |      2 |         2753 |        2 |      |     17963 | CHG0333627</a>: Test 3      |
| 17965 |      2 |         2753 |        3 |      |     17965 | CHG0333619</a>: Test 2      |
| 17966 |      2 |         2753 |        3 |      |     17965 | CHG0333619</a>: Test 2      |
| 17967 |      2 |         2753 |        3 |      |     17967 | CHG0333618</a>: Test change |
| 17968 |      2 |         2753 |        3 |      |     17967 | CHG0333618</a>: Test change |
| 17969 |      2 |         2753 |        3 |      |     17969 | CHG0333628</a>: Test 4      |
| 17970 |      2 |         2753 |        3 |      |     17969 | CHG0333628</a>: Test 4      |
| 17971 |      2 |         2753 |        3 |      |     17971 | CHG0333627</a>: Test 3      |
