"Time";"Transaction Count";"Upper Threshold";"Lower Trend";"Upper Trend";"Lower Threshold"
"2019-12-19T07:51:00 -06:00";null;null;null;null;null
"2019-12-19T07:52:00 -06:00";574511;-1;418196.27;743146.32;-1
"2019-12-19T07:53:00 -06:00";580608;-1;418193.08;743143.13;-1
"2019-12-19T07:54:00 -06:00";574620;-1;418189;743139.06;-1
"2019-12-19T07:55:00 -06:00";574575;-1;418184.87;743134.92;-1
"2019-12-19T07:56:00 -06:00";580612;-1;418181.49;743131.55;-1
"2019-12-19T07:57:00 -06:00";580531;-1;418179.7;743129.76;-1
"2019-12-19T07:58:00 -06:00";574562;-1;418180.31;743130.37;-1
"2019-12-19T07:59:00 -06:00";580649;-1;418185.61;743135.67;-1
"2019-12-19T08:00:00 -06:00";580652;-1;418195.59;743145.64;-1
"2019-12-19T08:01:00 -06:00";580769;-1;418207.66;743157.72;-1
"2019-12-19T08:02:00 -06:00";580768;-1;418219.24;743169.29;-1
"2019-12-19T08:03:00 -06:00";574758;-1;418227.73;743177.79;-1
"2019-12-19T08:04:00 -06:00";574638;-1;418230.55;743180.61;-1
"2019-12-19T08:05:00 -06:00";580660;-1;426691.81;751622.68;-1
"2019-12-19T08:06:00 -06:00";574684;-1;426822.78;751753.65;-1
"2019-12-19T08:07:00 -06:00";574607;-1;426925.05;751855.92;-1
"2019-12-19T08:08:00 -06:00";574528;-1;427009.2;751940.07;-1
"2019-12-19T08:09:00 -06:00";574611;-1;427079.39;752010.26;-1
"2019-12-19T08:10:00 -06:00";580706;-1;427139.81;752070.69;-1
"2019-12-19T08:11:00 -06:00";580471;-1;427194.64;752125.51;-1
"2019-12-19T08:12:00 -06:00";580687;-1;427248.04;752178.92;-1
"2019-12-19T08:13:00 -06:00";580474;-1;427285.21;752216.09;-1
"2019-12-19T08:14:00 -06:00";574669;-1;427295.09;752225.96;-1
"2019-12-19T08:15:00 -06:00";580658;-1;427287.48;752218.35;-1
"2019-12-19T08:16:00 -06:00";580687;-1;427272.18;752203.05;-1
"2019-12-19T08:17:00 -06:00";580709;-1;427259;752189.87;-1
"2019-12-19T08:18:00 -06:00";574639;-1;427257.74;752188.61;-1
"2019-12-19T08:19:00 -06:00";574647;-1;427250.94;752181.81;-1
"2019-12-19T08:20:00 -06:00";580682;-1;427223.05;752153.92;-1
"2019-12-19T08:21:00 -06:00";580750;-1;427186.77;752117.64;-1
"2019-12-19T08:22:00 -06:00";580688;-1;427154.79;752085.67;-1
"2019-12-19T08:23:00 -06:00";580717;-1;427139.82;752070.7;-1
"2019-12-19T08:24:00 -06:00";580665;-1;427138.78;752069.66;-1
"2019-12-19T08:25:00 -06:00";580660;-1;427139.73;752070.61;-1
"2019-12-19T08:26:00 -06:00";580796;-1;427142.07;752072.94;-1
"2019-12-19T08:27:00 -06:00";580784;-1;427145.18;752076.05;-1
"2019-12-19T08:28:00 -06:00";574680;-1;427148.47;752079.34;-1
"2019-12-19T08:29:00 -06:00";574597;-1;427151.33;752082.2;-1
"2019-12-19T08:30:00 -06:00";580670;-1;427155.44;752086.31;-1
"2019-12-19T08:31:00 -06:00";574661;-1;427161.86;752092.74;-1
"2019-12-19T08:32:00 -06:00";580720;-1;427169.11;752099.98;-1
"2019-12-19T08:33:00 -06:00";580808;-1;427175.64;752106.52;-1
"2019-12-19T08:34:00 -06:00";574664;-1;427179.97;752110.84;-1
"2019-12-19T08:35:00 -06:00";580751;-1;427180.56;752111.44;-1
"2019-12-19T08:36:00 -06:00";580714;-1;427174.91;752105.79;-1
"2019-12-19T08:37:00 -06:00";574671;-1;427163.54;752094.41;-1
"2019-12-19T08:38:00 -06:00";574626;-1;427149.49;752080.36;-1
"2019-12-19T08:39:00 -06:00";580758;-1;427135.81;752066.68;-1
"2019-12-19T08:40:00 -06:00";580769;-1;427125.55;752056.43;-1
"2019-12-19T08:41:00 -06:00";580740;-1;427121.76;752052.63;-1
"2019-12-19T08:42:00 -06:00";574787;-1;427127.68;752058.55;-1
"2019-12-19T08:43:00 -06:00";574664;-1;427141.24;752072.11;-1
"2019-12-19T08:44:00 -06:00";574711;-1;427157.53;752088.4;-1
"2019-12-19T08:45:00 -06:00";574717;-1;427171.66;752102.53;-1
"2019-12-19T08:46:00 -06:00";574760;-1;427178.71;752109.59;-1
"2019-12-19T08:47:00 -06:00";580825;-1;427178.52;752109.4;-1
"2019-12-19T08:48:00 -06:00";574690;-1;427175.05;752105.92;-1
"2019-12-19T08:49:00 -06:00";580843;-1;427169.56;752100.43;-1
"2019-12-19T08:50:00 -06:00";574727;-1;427163.34;752094.22;-1
"2019-12-19T08:51:00 -06:00";574674;-1;427157.67;752088.54;-1
"2019-12-19T08:52:00 -06:00";574740;-1;427153.82;752084.69;-1
"2019-12-19T08:53:00 -06:00";574670;-1;427150.58;752081.45;-1
"2019-12-19T08:54:00 -06:00";574779;-1;427146.45;752077.32;-1
"2019-12-19T08:55:00 -06:00";574759;-1;427142.26;752073.13;-1
"2019-12-19T08:56:00 -06:00";574850;-1;427138.84;752069.71;-1
"2019-12-19T08:57:00 -06:00";574730;-1;427137.03;752067.9;-1
"2019-12-19T08:58:00 -06:00";574725;-1;427137.66;752068.54;-1
"2019-12-19T08:59:00 -06:00";580811;-1;427143.04;752073.92;-1
"2019-12-19T09:00:00 -06:00";580845;-1;427153.18;752084.05;-1
"2019-12-19T09:01:00 -06:00";575027;-1;427165.44;752096.31;-1
"2019-12-19T09:02:00 -06:00";575106;-1;427177.2;752108.07;-1
"2019-12-19T09:03:00 -06:00";574869;-1;427185.83;752116.7;-1
"2019-12-19T09:04:00 -06:00";580922;-1;427188.69;752119.56;-1
"2019-12-19T09:05:00 -06:00";574818;-1;422254.52;747158.56;-1
"2019-12-19T09:06:00 -06:00";580880;-1;422079.39;746983.42;-1
"2019-12-19T09:07:00 -06:00";574822;-1;421953.55;746857.59;-1
"2019-12-19T09:08:00 -06:00";574746;-1;421844.31;746748.35;-1
